CUSTOMER_NUMBER,AGE,TENURE_DAYS,PRODUCT_COUNT,CA_BALANCE_MEAN,CA_BALANCE_TREND,CA_BALANCE_STD,TD_BALANCE_MEAN,LOAN_AMOUNT_MEAN,LOAN_TREND,NET_WORTH_PROXY,IF_SCORE,LOF_SCORE,RISK_SCORE,RISK_LEVEL,REASONS
732909,27.211498973305954,139,3,3935921.098,-3862559.975,8633797.16429905,5483870.968,80000000.0,0.0,-70580207.934,-0.041715195378711156,-1.2437383124639196,2,Medium Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -3,862,560/tháng) | Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 8,633,797 VND)"
223089,40.47091033538672,104,2,10183585.9225,1006768.8490000006,9223159.949879285,0.0,622812250.0,-32041900.0,-612628664.0775,0.11078108676679232,-1.6772453335927153,2,Medium Risk,"Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 9,223,160 VND)"
978501,62.620123203285424,58,2,32383550.135,-64624140.27,45696167.81326765,860000000.0,0.0,0.0,892383550.135,-0.07175554473410228,-1.2712284048944382,2,Medium Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -64,624,140/tháng) | Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 45,696,168 VND)"
269226,65.09240246406571,335,2,0.0,0.0,0.0,758064516.13,1300000000.0,0.0,-541935483.87,-0.08368546082615269,-1.7437380108990737,2,Medium Risk,ML-detected anomaly (no specific rule triggered)
825939,32.049281314168375,303,3,16074529.194999998,551170.4187272729,12335927.374984745,60967741.935,0.0,0.0,77042271.13,-0.02835676164693457,-1.0606475216152527,2,Medium Risk,"Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 12,335,927 VND)"
766495,38.959616700889804,338,3,16548257.2275,581787.547027972,4756658.435157547,0.0,472304166.6666667,-4971153.846153846,-455755909.43916667,-0.015278107443232658,-1.0211141836073758,2,Medium Risk,"Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 4,756,658 VND)"
62874,35.53730321697468,278,3,11757.05,20663.9,14611.5838157607,0.0,18606288.5,-3906622.1757575762,-18594531.45,-0.03627900285003138,-1.4868882752676378,2,Medium Risk,ML-detected anomaly (no specific rule triggered)
415274,47.227926078028744,93,2,2714021.4933333336,604622.0349999999,3471972.9340539984,0.0,2718798999.9999967,164099249.99999762,-2716084978.5066633,-0.00623438740746507,-1.125821166347702,2,Medium Risk,"Dư nợ tăng đột biến: Khối lượng vay tăng nhanh (164,099,250/tháng), dư nợ hiện tại: 2,718,799,000 VND | Số lượng khoản vay bất thường: 3 khoản vay đồng thời | Giá trị ròng âm lớn: Dư nợ vượt xa tổng tiền gửi, net worth: -2,716,084,979 VND"
838451,42.20123203285421,279,2,4471656.246,2267041.7160000005,3909343.0440511345,701332815.658,0.0,0.0,705804471.904,-0.011664328391318812,-1.3645328388812565,2,Medium Risk,"Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 3,909,343 VND)"
578900,52.0,142,1,13895958.85482001,-13582192.284820009,30370734.748442374,0.0,0.0,0.0,13895958.85482001,-0.006729263162376431,-1.007747660508598,2,Medium Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -13,582,192/tháng) | Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 30,370,735 VND)"
894467,55.27720739219713,173,2,2989975.3816666664,-2341431.200285714,6489437.622316417,0.0,2090500000.0,64771428.571428575,-2087510024.6183333,-0.011045629510609056,-1.1599448640769574,2,Medium Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -2,341,431/tháng) | Dư nợ tăng đột biến: Khối lượng vay tăng nhanh (64,771,429/tháng), dư nợ hiện tại: 2,090,500,000 VND | Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 6,489,438 VND) | Số lượng khoản vay bất thường: 3 khoản vay đồng thời | Giá trị ròng âm lớn: Dư nợ vượt xa tổng tiền gửi, net worth: -2,087,510,025 VND"
773544,20.344969199178646,222,2,1821344.80125,-708239.7346428572,3674656.1583890934,1451612.90375,0.0,0.0,3272957.705,0.04912104695477926,-1.4834539527708892,2,Medium Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -708,240/tháng)"
673388,33.946611909650926,263,3,584373.9866666667,39511.559000000016,447333.4949033452,64000000.0,792223000.0,-2222000.0,-727638626.0133333,-0.02580859266038449,-1.0808105054817825,2,Medium Risk,"Giá trị ròng âm lớn: Dư nợ vượt xa tổng tiền gửi, net worth: -727,638,626 VND"
977682,41.31416837782341,74,3,36268809.406666666,-27561689.45,28450712.961897846,0.0,342709000.0,-7290999.999999999,-306440190.59333336,-0.03998030961005705,-1.2690905078897081,2,Medium Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -27,561,689/tháng) | Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 28,450,713 VND)"
637371,62.54346338124572,244,3,23541449.302500002,-7812862.597619048,19586935.4795688,27016129.0325,0.0,0.0,50557578.335,-0.06376536990020065,-1.1647416321918302,2,Medium Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -7,812,863/tháng) | Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 19,586,935 VND)"
276118,41.04312114989733,63,2,264856.3133333333,345771.035,377187.7618522987,0.0,1364065000.0,-757290000.0,-1363800143.6866667,0.07327360840734792,-1.6459292664685983,2,Medium Risk,"Giá trị ròng âm lớn: Dư nợ vượt xa tổng tiền gửi, net worth: -1,363,800,144 VND"
328168,55.493497604380565,132,2,11640086.022,95940.77000000031,24715748.04759925,980645161.29,0.0,0.0,992285247.3119999,0.030386746044010815,-1.6242120751463685,2,Medium Risk,"Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 24,715,748 VND)"
121973,63.017111567419576,280,4,4037325.328,-325103.4986666667,3351826.0956846434,0.0,434976192.0,-64011904.0,-430938866.672,-0.08495359246154743,-1.877366545634061,2,Medium Risk,ML-detected anomaly (no specific rule triggered)
880489,35.389459274469544,75,3,339154.72666666674,196479.065,311356.3976744982,6451612.903333333,1200000000.0,0.0,-1193209232.37,-0.005421068745018354,-1.0052296056370227,2,Medium Risk,"Giá trị ròng âm lớn: Dư nợ vượt xa tổng tiền gửi, net worth: -1,193,209,232 VND"
503436,28.432580424366872,44,3,4469605.615,3534106.77,2498990.862504286,933333333.335,0.0,0.0,937802938.95,-0.057127091031868305,-1.590196330695901,2,Medium Risk,ML-detected anomaly (no specific rule triggered)
66200,67.61396303901438,76,1,22794145.56803335,-34077879.107050024,39344085.43769099,0.0,0.0,0.0,22794145.56803335,-0.05332703431185459,-1.0406569517143767,2,Medium Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -34,077,879/tháng) | Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 39,344,085 VND)"
497949,33.295003422313485,124,3,5254968.184000001,-144995.592,7263469.856096522,199913978.496,0.0,0.0,205168946.68,-0.007984723454863007,-1.1609747388392653,2,Medium Risk,"Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 7,263,470 VND)"
732385,43.38672142368241,298,3,479672.195,79242.91496969697,250220.0931022655,10322828.095999999,989575000.0,-4170000.0,-978772499.709,-0.01739601548589642,-0.981246081355728,2,Medium Risk,"Giá trị ròng âm lớn: Dư nợ vượt xa tổng tiền gửi, net worth: -978,772,500 VND"
651851,29.864476386036962,287,2,12813953.648410004,-1602788.1575290917,26689838.70805593,0.0,1254062500.0,140625000.0,-1241248546.35159,-0.0057310099840587325,-1.2609923814260444,2,Medium Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -1,602,788/tháng) | Dư nợ tăng đột biến: Khối lượng vay tăng nhanh (140,625,000/tháng), dư nợ hiện tại: 1,254,062,500 VND | Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 26,689,839 VND) | Giá trị ròng âm lớn: Dư nợ vượt xa tổng tiền gửi, net worth: -1,241,248,546 VND"
226239,36.0,58,3,7093982.49,6028698.32,4262933.463799947,0.0,198325000.0,-3350000.0,-191231017.51,-0.0006208349089417142,-1.2031434988650127,2,Medium Risk,"Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 4,262,933 VND)"
432552,23.71252566735113,293,3,436066.122,82754.19224242424,382258.28948855976,31451612.902999997,1123768444.4444444,-35605600.0,-1091880765.4194443,-0.06565201604830917,-1.2327831236763178,2,Medium Risk,"Giá trị ròng âm lớn: Dư nợ vượt xa tổng tiền gửi, net worth: -1,091,880,765 VND"
502332,39.917864476386036,177,3,244.165,180.97171428571428,406.88088378541454,509415755.6483333,110000000.0,180000000.0,399415999.81333333,-0.062329351129361,-1.5180382372090488,2,Medium Risk,ML-detected anomaly (no specific rule triggered)
954015,44.62149212867899,51,2,19829.35,0.0,0.0,0.0,892500000.0,-15000000.0,-892480170.65,0.0857059109914291,-2.4948794326900505,2,Medium Risk,"Giá trị ròng âm lớn: Dư nợ vượt xa tổng tiền gửi, net worth: -892,480,171 VND"
198990,36.95824777549623,251,2,0.0,0.0,0.0,0.0,37596067.625,-9997689.964285715,-37596067.625,-0.008729594409010999,-6.327915211316066,2,Medium Risk,ML-detected anomaly (no specific rule triggered)
408687,35.110198494182065,110,2,767389.9149999999,1361446.4899999998,962688.0453016231,0.0,2828198499.999995,0.0,-2827431110.0849953,0.04211352695346837,-1.5277557330544547,2,Medium Risk,"Số lượng khoản vay bất thường: 4 khoản vay đồng thời | Giá trị ròng âm lớn: Dư nợ vượt xa tổng tiền gửi, net worth: -2,827,431,110 VND"
359774,27.912388774811774,118,2,2217744.3875,2661293.265,4435488.775,63299500.550000004,0.0,0.0,65517244.93750001,0.04827658487164854,-1.576949823842116,2,Medium Risk,"Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 4,435,489 VND)"
815103,59.846680355920604,343,3,22474040.145,-557473.62006993,14810938.047306387,36277777.777499996,0.0,0.0,58751817.9225,-0.04647038436349049,-1.0402995828379455,2,Medium Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -557,474/tháng) | Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 14,810,938 VND)"
624290,64.8952772073922,104,3,900291.1925,1079509.431,1798982.4072347924,400467741.935,200000000.0,60000000.0,201368033.1275,-0.08756855166757271,-1.8025622020918366,2,Medium Risk,ML-detected anomaly (no specific rule triggered)
794292,55.86858316221766,56,1,42226906.527050026,-51995748.53410005,36766546.38133263,0.0,0.0,0.0,42226906.527050026,-0.03742522371894785,-1.3960142256998074,2,Medium Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -51,995,749/tháng) | Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 36,766,546 VND)"
693932,39.53182751540041,27,3,223694.06,0.0,0.0,222580645.16,900000000.0,0.0,-677195660.78,0.01747035945429365,-1.5960418675277712,2,Medium Risk,"Giá trị ròng âm lớn: Dư nợ vượt xa tổng tiền gửi, net worth: -677,195,661 VND"
406954,29.22108145106092,268,3,1347801.338888889,-629791.3658333332,2938837.09210335,0.0,103271314.22222222,345392.0,-101923512.88333334,-0.03249614301214665,-1.1145750668611334,2,Medium Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -629,791/tháng)"
948537,45.58521560574949,176,2,43086770.47470001,722764.8806742798,27171189.712803368,0.0,670832500.0,-11667000.0,-627745729.5253,0.11976453873569015,-1.5415951395364762,2,Medium Risk,"Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 27,171,190 VND)"
19994,29.61259411362081,181,2,3610741.81,-1411419.070857143,3211923.242148416,0.0,747912500.0,-835000.0,-744301758.19,0.08483741434294995,-1.5269115014749461,2,Medium Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -1,411,419/tháng)"
877068,88.86242299794661,72,3,2881790.5233333334,1340038.775,1546895.951312951,1000000000.0,0.0,0.0,1002881790.5233333,-0.03350912329136946,-2.244467455431208,2,Medium Risk,ML-detected anomaly (no specific rule triggered)
44527,27.88501026694045,100,2,168810.9975,47107.281,77012.20775883582,0.0,1846111250.0,397333500.0,-1845942439.0025,-0.0008397063333425159,-1.138071010529614,2,Medium Risk,"Dư nợ tăng đột biến: Khối lượng vay tăng nhanh (397,333,500/tháng), dư nợ hiện tại: 1,846,111,250 VND | Số lượng khoản vay bất thường: 4 khoản vay đồng thời | Giá trị ròng âm lớn: Dư nợ vượt xa tổng tiền gửi, net worth: -1,845,942,439 VND"
767893,25.894592744695416,56,2,2569582.45,-402926.95999999996,284912.3857388808,0.0,722475000.0,-12350000.0,-719905417.55,0.1362508370543558,-1.7164024479163138,2,Medium Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -402,927/tháng)"
368949,53.23477070499658,291,2,18829144.095000003,906684.4915757576,5489270.544674903,0.0,1402583000.0,48126121.21212121,-1383753855.905,-0.005896134882726112,-1.1241649069262472,2,Medium Risk,"Dư nợ tăng đột biến: Khối lượng vay tăng nhanh (48,126,121/tháng), dư nợ hiện tại: 1,402,583,000 VND | Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 5,489,271 VND) | Số lượng khoản vay bất thường: 3 khoản vay đồng thời | Giá trị ròng âm lớn: Dư nợ vượt xa tổng tiền gửi, net worth: -1,383,753,856 VND"
456314,34.5242984257358,62,2,619986.71,-583834.8400000001,412833.574456963,0.0,191667500.0,-5555000.0,-191047513.29,0.15676139067013967,-1.5694522988983084,2,Medium Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -583,835/tháng)"
504735,44.07392197125257,351,2,6756328.804166667,-412800.15353146853,7922006.798385795,0.0,0.0,0.0,6756328.804166667,0.0419146446926566,-1.818695797461188,2,Medium Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -412,800/tháng) | Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 7,922,007 VND)"
491366,45.2539356605065,324,3,3281417.2020000005,-2584066.3490000004,4574033.925538796,122947790.7,1666666666.6666667,125000000.0,-1540437458.7646668,-0.10826866474650643,-1.2717994376476027,2,Medium Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -2,584,066/tháng) | Dư nợ tăng đột biến: Khối lượng vay tăng nhanh (125,000,000/tháng), dư nợ hiện tại: 1,666,666,667 VND | Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 4,574,034 VND) | Giá trị ròng âm lớn: Dư nợ vượt xa tổng tiền gửi, net worth: -1,540,437,459 VND"
226240,41.8507871321013,253,3,866574.415,-336701.9757142857,1353999.4131566535,402472368.02833337,970000000.0,0.0,-566661057.5566666,-0.05906731649764929,-1.379651636944419,2,Medium Risk,"Giá trị ròng âm lớn: Dư nợ vượt xa tổng tiền gửi, net worth: -566,661,058 VND"
165514,27.55920602327173,62,2,8893937.776666665,12507100.0,13985434.357443793,84677419.35333334,0.0,0.0,93571357.13000001,-0.008588070155930105,-1.1788297884097694,2,Medium Risk,"Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 13,985,434 VND)"
344009,52.0,322,3,18815015.933100004,782621.5840209106,20318497.694234096,271367865.88,0.0,0.0,290182881.8131,-0.046546221038836544,-1.1134458754985788,2,Medium Risk,"Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 20,318,498 VND)"
572145,31.964407939767284,49,2,2011849.365,429683.73,303832.2792485296,0.0,790001000.0,-6666000.0,-787989150.635,0.14802656335174402,-1.5998674502349486,2,Medium Risk,"Giá trị ròng âm lớn: Dư nợ vượt xa tổng tiền gửi, net worth: -787,989,151 VND"
550095,45.1937029431896,76,2,615288.51,-510734.18,361143.6020617508,0.0,41777778.0,-5222222.0,-41162489.49,0.14395914353199823,-1.6554944164649759,2,Medium Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -510,734/tháng)"
929091,47.408624229979466,225,3,830604.55625,154634.48178571428,818154.5310740329,8870967.7425,776665500.0,-6667000.0,-766963927.70125,-0.020451449473839256,-0.9914123131185228,2,Medium Risk,"Giá trị ròng âm lớn: Dư nợ vượt xa tổng tiền gửi, net worth: -766,963,928 VND"
18411,38.34907597535934,15,2,96774.19,0.0,0.0,0.0,1800000000.0,0.0,-1799903225.81,0.025203107729979135,-2.197355969675704,2,Medium Risk,"Số lượng khoản vay bất thường: 3 khoản vay đồng thời | Giá trị ròng âm lớn: Dư nợ vượt xa tổng tiền gửi, net worth: -1,799,903,226 VND"
475849,19.20602327173169,35,1,24887096.775,-30225806.45,21372872.707627084,0.0,0.0,0.0,24887096.775,-0.034201590864761044,-1.036713196174555,2,Medium Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -30,225,806/tháng) | Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 21,372,873 VND)"
61979,48.82683093771389,236,3,1128393.1042857144,262170.61214285716,1272778.6098982007,4285714.285714285,1786125000.0,-4625000.0,-1780710892.61,-0.051257716370107786,-0.96662047256953,2,Medium Risk,"Giá trị ròng âm lớn: Dư nợ vượt xa tổng tiền gửi, net worth: -1,780,710,893 VND"
552165,56.394250513347025,76,2,3336770.61,-4320150.0,4688959.985101135,0.0,0.0,0.0,3336770.61,0.08233316664156531,-1.5366702179177725,2,Medium Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -4,320,150/tháng) | Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 4,688,960 VND)"
122231,45.29226557152635,19,2,116129.03,0.0,0.0,0.0,2828198499.999995,0.0,-2828082370.969995,0.09539825617598935,-1.5911872621154801,2,Medium Risk,"Giá trị ròng âm lớn: Dư nợ vượt xa tổng tiền gửi, net worth: -2,828,082,371 VND"
644109,37.308692676249144,61,2,356094.97,-433086.19999999995,306238.1888583133,0.0,433999000.0,-9334000.0,-433642905.03,0.15926866998768058,-1.5132788057086843,2,Medium Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -433,086/tháng)"
238206,22.715947980835043,225,2,35502455.09903751,-4385981.888772624,28962194.185823694,0.0,0.0,0.0,35502455.09903751,0.06293055833630107,-1.5529349210481938,2,Medium Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -4,385,982/tháng) | Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 28,962,194 VND)"
16088,50.2943189596167,202,2,4724262.406666667,-1874905.3542857142,5854938.011884476,0.0,0.0,0.0,4724262.406666667,0.1113812877598741,-1.508372792870158,2,Medium Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -1,874,905/tháng) | Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 5,854,938 VND)"
822052,31.50171115674196,109,1,17124419.553525012,-20443849.012230016,34066908.33447602,0.0,0.0,0.0,17124419.553525012,-0.00488480248021439,-1.007758321859457,2,Medium Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -20,443,849/tháng) | Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 34,066,908 VND)"
469795,21.188227241615333,120,1,17164966.053525012,-20427630.412230015,34039877.335143656,0.0,0.0,0.0,17164966.053525012,-0.015159129060638987,-1.0404732733328745,2,Medium Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -20,427,630/tháng) | Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 34,039,877 VND)"
434212,35.748117727583846,70,4,789758.5633333334,695104.065,698043.2794494717,48387096.77333333,797619000.0,-2381000.0,-748442144.6633333,-0.09751978563786412,-1.3052698680052384,2,Medium Risk,"Giá trị ròng âm lớn: Dư nợ vượt xa tổng tiền gửi, net worth: -748,442,145 VND"
562980,69.33333333333333,119,2,34112702.96955002,-27289730.78464002,39389234.63023627,500000000.0,0.0,0.0,534112702.96955,-0.03982204577489046,-1.2039985836158462,2,Medium Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -27,289,731/tháng) | Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 39,389,235 VND)"
784228,41.22655715263518,274,3,833610.5477777779,-166937.83399999997,1731122.9634100434,0.0,2601869838.888889,-3460658.4166666665,-2601036228.341111,-0.05547179885143205,-0.9894059699504639,2,Medium Risk,"Số lượng khoản vay bất thường: 3 khoản vay đồng thời | Giá trị ròng âm lớn: Dư nợ vượt xa tổng tiền gửi, net worth: -2,601,036,228 VND"
537241,52.31485284052019,243,2,2726184.99375,-582050.8367857143,1582916.733846919,0.0,918082500.0,-11405000.0,-915356315.00625,0.13756707193669265,-1.499090255397264,2,Medium Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -582,051/tháng) | Giá trị ròng âm lớn: Dư nợ vượt xa tổng tiền gửi, net worth: -915,356,315 VND"
409049,43.13757700205339,71,1,19481236.02,-38585205.38,27283860.37767366,0.0,0.0,0.0,19481236.02,-0.020410936544708935,-0.9998003090283447,2,Medium Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -38,585,205/tháng) | Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 27,283,860 VND)"
84808,60.89253935660506,338,3,22686.023333333334,-3205.9848951048953,61543.76686479872,398387096.77416664,800000000.0,0.0,-401590217.20250005,-0.06288127852770109,-1.1212895236906442,2,Medium Risk,"Giá trị ròng âm lớn: Dư nợ vượt xa tổng tiền gửi, net worth: -401,590,217 VND"
169269,58.209445585215605,100,3,267850.4666666667,61182.43499999999,363150.5421880191,513998539.17333335,991670000.0,-8330000.0,-477403610.36,-0.06583073089215197,-1.567241521490707,2,Medium Risk,ML-detected anomaly (no specific rule triggered)
631901,29.319644079397673,65,1,0.0,0.0,0.0,0.0,1500000000.0,0.0,-1500000000.0,0.03495404057559803,-1.5023497818253158,2,Medium Risk,"Giá trị ròng âm lớn: Dư nợ vượt xa tổng tiền gửi, net worth: -1,500,000,000 VND"
491584,56.99931553730322,236,2,44452349.557787515,899506.8452107126,27576288.679300703,0.0,0.0,0.0,44452349.557787515,0.0808130135077032,-1.4668118353111228,2,Medium Risk,"Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 27,576,289 VND)"
374824,66.09719370294319,78,2,8639033.656666666,-9783447.985,11296952.655484902,529892473.1166666,0.0,0.0,538531506.7733333,-0.039823423394014346,-1.2002152122002852,2,Medium Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -9,783,448/tháng) | Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 11,296,953 VND)"
161432,31.57015742642026,286,3,1122728.642,-422494.2494545455,2582358.9119609934,149799496.465,250235000.0,-2170000.0,-99312774.893,-0.036595206640533395,-1.0635641076137088,2,Medium Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -422,494/tháng)"
383118,34.072553045859,336,2,3959353.0354545456,1666626.371636364,8245014.131545973,0.0,369218750.0,-16986451.04895105,-365259396.9645454,0.05198888013976155,-1.5164356589911132,2,Medium Risk,"Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 8,245,014 VND)"
753711,49.67830253251198,225,2,0.0,0.0,0.0,0.0,48832223.14285714,-5904434.821428571,-48832223.14285714,-0.008269865549431654,-1.5100665052826412,2,Medium Risk,ML-detected anomaly (no specific rule triggered)
56916,55.832991101984945,264,2,13986444.53875,3398764.6841666657,19603915.672734667,0.0,1386640000.0,-33340000.0,-1372653555.46125,0.005756854218958107,-1.5983148552919428,2,Medium Risk,"Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 19,603,916 VND) | Giá trị ròng âm lớn: Dư nợ vượt xa tổng tiền gửi, net worth: -1,372,653,555 VND"
444854,38.79808350444901,98,2,6100710.9925,-176828.9350000003,7247386.117570761,0.0,682499500.0,-11667000.0,-676398789.0075,0.1397761949096119,-1.5209184077111682,2,Medium Risk,"Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 7,247,386 VND)"
992573,44.0,154,2,1032943.9379999998,225430.513,793783.231332729,0.0,1437498000.0,-31251000.0,-1436465056.062,0.07821812445350257,-1.4780129762035252,2,Medium Risk,"Giá trị ròng âm lớn: Dư nợ vượt xa tổng tiền gửi, net worth: -1,436,465,056 VND"
114529,53.96303901437371,225,1,17188199.553525012,-9725278.454395244,31500465.527292307,0.0,0.0,0.0,17188199.553525012,-0.0016660229963456619,-1.0227454239345772,2,Medium Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -9,725,278/tháng) | Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 31,500,466 VND)"
239145,51.50444900752909,34,3,193548.39,0.0,0.0,29032258.06,1310000000.0,0.0,-1280774193.55,0.007496965703150504,-6.25605465723317,2,Medium Risk,"Giá trị ròng âm lớn: Dư nợ vượt xa tổng tiền gửi, net worth: -1,280,774,194 VND"
162995,35.15947980835045,292,3,654503.8230000001,-69672.04854545454,614509.5540607476,0.0,713850000.0,44360606.06060606,-713195496.177,-0.03989724585256105,-1.7792714462371577,2,Medium Risk,ML-detected anomaly (no specific rule triggered)
774321,42.61190965092403,359,4,8565478.588181818,-364883.03127272724,5835702.005238495,6454545.454545454,64667070.1,-26288468.87878788,-49647046.05727273,-0.11375443494102278,-1.0232911164730734,2,Medium Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -364,883/tháng) | Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 5,835,702 VND)"
577470,41.54688569472964,281,2,34112390.39705002,68224780.79410005,48242205.14447387,240580645.16,0.0,0.0,274693035.55705,-0.041447885542979956,-1.2396059895868663,2,Medium Risk,"Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 48,242,205 VND)"
387899,46.620123203285424,140,1,17841854.55882001,-12595731.55882001,28164911.991860934,0.0,0.0,0.0,17841854.55882001,-0.0037077135616204737,-0.9499963730110788,2,Medium Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -12,595,732/tháng) | Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 28,164,912 VND)"
580162,65.39082819986311,244,3,21331141.932275012,-2749054.865790478,30713200.60810608,363483870.9675,0.0,0.0,384815012.89977497,-0.06776849543724806,-1.4002645116524135,2,Medium Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -2,749,055/tháng) | Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 30,713,201 VND)"
933866,61.24845995893224,337,1,11826320.279344449,-5197383.096440003,22193605.567584928,0.0,0.0,0.0,11826320.279344449,-9.152142440904676e-05,-1.2352452919613734,2,Medium Risk,"Dòng tiền ra bất thường: Số dư TKTT giảm mạnh (xu hướng: -5,197,383/tháng) | Biến động số dư bất thường: Tài khoản thanh toán có độ biến động rất cao (std: 22,193,606 VND)"
